key,value
8013,0.57
8014,0.57
8015,1.17
8017,2.26
8018,4.17
8021,3.38
8024,3.38
8031,3.65
8032,2.86
8033,2.62
8034,2.62
8037,2.07
8039,2.23
8044,4.31
8045,1.09
8046,3.35
8047,1.2
8048,1.2
8058,3.79
8061,3.79
8067,3.79
8072,1.04
8102,2.37
8103,3.41
8105,3.41
8106,6.08
8107,4.25
8111,2.62
8112,2.62
8113,2.62
8116,3.35
8203,8.8
8204,6.95
8209,5.12
8215,4.99
8227,5.97
8231,5.97
8232,6.81
8233,4.2
8234,4.2
8235,6.49
8236,7.82
8263,9.56
8264,6.43
8265,8.12
8273,8.12
8274,8.12
8277,8.12
8279,8.01
8288,8.67
8291,4.82
8292,4.8
8293,11.88
8295,11.88
8304,7.3
8350,10.9
8353,10.9
8370,10.9
8380,3.3
8381,2.94
8385,2.94
8387,2.94
8391,2.94
8392,3.22
8393,2.26
8399,2.26
8411,2.26
8500,7.98
8601,0.44
8602,2.07
8603,0.11
8606,2.86
8607,2.86
8709,9.78
8719,3.11
8720,1.53
8721,0.6
8723,0.25
8725,3.87
8726,5.15
8728,5.15
8734,0.6
8737,0.52
8738,0.84
8742,0.44
8743,0.44
8744,0.44
8745,4.58
8748,0.87
8752,0.87
8753,0.87
8754,0.87
8755,0.44
8799,0.6
8800,2.1
8803,0.08
8805,0.25
8809,0.25
8810,0.19
8811,0.19
8812,0.19
8814,0.25
8815,0.35
8818,0.35
8820,0.19
8824,3.41
8825,3.41
8826,3
8828,3
8829,3
8831,1.74
8832,0.46
8833,1.53
8834,1.53
8835,3.46
8837,3.46
8838,3.46
8840,3.46
8841,3.46
8842,3.3
8853,3.3
8855,0.19
8856,0.82
8858,0.82
8861,0.82
8862,0.82
8864,1.8
8868,0.71
8869,1.58
8871,0.11
8872,0.11
8877,0.11
8901,0.27
9012,1.34
9013,1.34
9014,4.44
9015,3.95
9016,3.27
9019,4.11
9022,4.11
9032,4.11
9033,2.92
9040,4.44
9044,1.61
9047,1.61
9052,2.51
9053,2.51
9058,2.29
9060,1.8
9061,1.55
9062,1.8
9063,1.23
9076,1.23
9077,5.01
9078,5.01
9079,5.01
9080,5.01
9082,1.72
9083,1.74
9084,1.91
9088,1.91
9089,1.5
9093,1.85
9094,1.85
9101,4.61
9102,5.04
9110,5.04
9150,5.04
9154,2.59
9156,3.3
9170,11.94
9177,11.94
9178,9.46
9179,23.76
9180,7.25
9182,3
9183,3
9186,23.68
9187,23.68
9220,8.28
9328,8.28
9349,8.28
9351,8.28
9366,8.28
9402,8.15
9403,11.64
9405,11.64
9410,3.79
9411,3.79
9412,3.79
9415,3.79
9416,3.79
9417,3.79
9420,3.79
9421,3.79
9422,3.79
9424,3.79
9427,3.79
9448,3.79
9449,3.79
9450,3.79
9451,3.79
9452,3.79
9453,3.79
9470,3.79
9501,4.41
9505,7.11
9516,4.06
9519,5.8
9521,5.2
9522,2.45
9529,2.45
9530,2.45
9534,8.56
9552,8.56
9554,15.94
9586,0.65
9600,3.32
9609,3.32
9610,3.32
9620,1.96
9661,1.96
9921,1.96
9984,1.96
9985,1.96
